,"(0,0)","(1,1)","(1,2)","(1,3)","(1,4)","(2,1)","(2,2)","(2,3)","(2,4)","(3,1)","(3,2)","(3,3)","(3,4)","(4,1)","(4,2)","(4,3)","(4,4)","(5,1)","(5,2)","(5,3)","(5,4)",Question_ID,correctness,end,player_ID,player_experience,start,total,x1,x2,x3,x4,y1,y2,y3,y4
9,0.167,0.0,0.0,0.0,0.0,0.3,0.35,0.0,0.0,0.133,0.117,0.0,0.0,0.083,0.0,0.0,0.0,0.3,0.0,0.0,0.0,9,0,238.87671,5,0,237.46362000000002,1.45,0.0,0.65,0.25,0.083,0.816,0.467,0.0,0.0
10,0.183,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.716,0.067,0.05,0.0,0.35,0.05,0.9,0.0,0.516,0.1,0.0,0.0,9,0,241.76807000000002,5,0,238.87671,2.949,0.0,0.017,0.833,1.3,1.582,0.234,0.95,0.0
11,2.832,0.0,0.0,0.0,0.0,0.067,0.233,0.0,0.0,1.083,1.066,0.583,0.0,3.015,3.182,2.066,0.033,0.2,0.033,0.033,0.0,9,0,255.97997999999998,5,0,241.76807000000002,14.426,0.0,0.3,2.732,8.296,4.365,4.514,2.682,0.033
0,0.05,0.0,0.0,0.15,0.05,0.067,0.7,0.75,0.067,0.033,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.233,0.2,0.0,10,1,269.05615,5,0,266.5918,2.517,0.2,1.584,0.083,0.0,0.267,0.983,1.1,0.117
1,0.616,0.0,0.033,0.3,0.0,0.133,1.016,0.85,0.0,0.033,0.05,0.367,0.033,0.0,0.017,0.0,0.0,0.0,0.183,0.217,0.083,10,1,272.91724,5,0,269.05615,3.931,0.333,1.999,0.483,0.017,0.166,1.299,1.734,0.116
2,0.666,0.05,0.65,0.0,0.0,0.9,1.216,0.083,0.267,0.866,0.466,0.0,0.233,0.017,0.0,0.0,0.0,0.1,0.283,0.017,0.0,10,1,278.63428,5,0,272.91724,5.814,0.7,2.466,1.565,0.017,1.933,2.615,0.1,0.5
3,0.117,0.05,0.25,0.0,0.0,0.35,0.067,0.0,0.0,0.167,0.033,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.283,0.15,0.0,10,1,280.07959,5,0,278.63428,1.484,0.3,0.417,0.2,0.017,0.584,0.633,0.15,0.0
4,0.0,0.0,0.0,0.0,0.0,0.233,0.117,0.0,0.0,0.367,0.05,0.0,0.0,0.217,0.0,0.0,0.0,0.083,0.5,0.267,0.033,10,1,281.90601000000004,5,0,280.07959,1.867,0.0,0.35,0.417,0.217,0.9,0.667,0.267,0.033
5,0.516,0.0,0.233,0.083,0.0,0.033,0.5,1.516,0.6,0.55,0.866,1.2,0.95,1.399,0.5,0.683,0.267,0.35,0.417,0.167,0.0,10,1,292.56592,5,0,281.90601000000004,10.83,0.316,2.649,3.566,2.849,2.332,2.516,3.649,1.817
6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.733,0.0,0.0,0.1,0.633,0.017,0.0,10,0,294.84937,5,0,292.56592,2.333,0.0,0.0,0.0,1.183,0.55,1.366,0.017,0.0
7,0.683,0.0,0.0,0.0,0.0,0.0,0.033,0.183,0.0,0.233,0.566,0.067,0.0,0.666,1.0,0.3,0.0,0.333,0.133,0.0,0.0,10,0,298.97314,5,0,294.84937,4.197,0.0,0.216,0.866,1.966,1.232,1.732,0.55,0.0
8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.333,0.05,0.0,0.0,10,0,300.15625,5,0,298.97314,1.217,0.0,0.0,0.117,0.017,0.467,0.05,0.0,0.0
9,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.333,0.283,0.0,0.3,0.05,0.0,0.0,0.417,0.183,0.0,0.0,10,0,302.45898,5,0,300.84692,1.649,0.0,0.0,0.666,0.35,0.767,0.566,0.283,0.0
10,1.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.15,0.0,0.0,0.283,0.1,0.033,0.0,0.317,0.033,0.0,0.0,10,0,304.82397000000003,5,0,302.45898,2.415,0.0,0.0,0.233,0.416,0.683,0.283,0.033,0.0
11,3.715,0.0,0.267,0.233,0.0,0.083,0.583,2.099,0.4,0.8,2.199,3.115,0.267,0.583,1.016,3.149,1.05,0.0,0.017,0.167,0.017,10,0,324.29004,5,0,304.82397000000003,19.76,0.5,3.165,6.381,5.798,1.466,4.082,8.763,1.734
12,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616,0.6,0.683,1.0,0.2,0.017,0.167,0.033,10,0,327.72362999999996,5,0,324.29004,3.499,0.0,0.0,0.0,2.899,0.816,0.617,0.85,1.033
13,1.416,0.033,0.017,0.0,0.0,0.866,0.983,0.067,0.083,0.516,0.367,0.3,0.0,1.549,1.25,0.883,0.0,0.183,0.233,0.083,0.0,10,0,336.41528,5,0,327.72362999999996,8.829,0.05,1.999,1.183,3.682,3.147,2.85,1.333,0.083
14,1.933,0.117,0.2,0.0,0.0,1.683,1.033,0.65,0.0,0.317,0.083,0.0,0.0,0.017,0.0,0.0,0.0,0.05,0.083,0.017,0.0,10,0,342.49512000000004,5,0,336.41528,6.183,0.317,3.366,0.4,0.017,2.184,1.399,0.667,0.0
15,0.666,0.05,0.05,0.0,0.0,1.2,0.833,0.05,0.25,0.167,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.133,0.117,0.0,10,0,346.14063,5,0,342.49512000000004,3.716,0.1,2.333,0.217,0.0,1.567,1.066,0.167,0.25
16,0.783,0.0,0.0,0.0,0.0,0.0,0.183,0.267,0.267,0.117,0.283,0.55,0.333,0.0,0.033,0.666,0.0,0.0,0.0,0.067,0.417,10,0,350.03467,5,0,346.14063,3.966,0.0,0.717,1.283,0.699,0.117,0.499,1.55,1.017
17,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.466,0.233,0.067,0.1,0.333,0.033,0.017,0.367,0.0,0.0,10,0,351.98926,5,0,350.03467,1.999,0.0,0.3,0.699,0.533,0.084,0.467,0.899,0.466
18,0.533,0.0,0.0,0.0,0.0,0.0,0.283,0.333,0.0,0.067,1.683,1.383,0.067,0.033,0.5,0.3,0.283,0.383,0.067,0.0,0.0,10,0,357.80518,5,0,351.98926,5.915,0.0,0.616,3.2,1.116,0.483,2.533,2.016,0.35
19,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733,0.35,0.15,0.033,0.0,0.0,0.0,0.0,0.083,0.466,0.0,0.0,10,0,359.80981,5,0,357.80518,2.048,0.0,0.0,1.266,0.0,0.816,0.816,0.15,0.033
20,2.516,0.0,0.0,0.133,0.05,0.95,0.1,0.2,0.05,2.532,1.449,0.95,0.3,0.466,0.2,0.433,0.05,0.2,0.217,0.0,0.0,10,0,370.43872000000005,5,0,359.80981,10.796,0.183,1.3,5.231,1.149,4.148,1.966,1.716,0.45
21,2.049,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,2.749,0.666,0.483,0.0,0.666,0.1,0.25,0.0,0.067,0.333,0.35,0.1,10,0,378.19336,5,0,370.43872000000005,7.88,0.0,0.067,3.898,1.016,3.549,1.099,1.083,0.1
22,0.15,0.0,0.0,0.0,0.0,0.0,0.067,0.05,0.0,0.017,0.3,0.017,0.0,0.0,0.533,0.716,0.017,0.133,0.267,0.083,0.0,10,0,380.49341,5,0,378.19336,2.35,0.0,0.117,0.334,1.266,0.15,1.167,0.866,0.017
23,0.0,0.0,0.017,0.15,0.0,0.033,0.3,0.583,0.0,0.0,0.083,0.516,0.0,0.0,0.05,0.15,0.0,0.067,0.433,0.2,0.0,10,0,383.02393,5,0,380.49341,2.582,0.167,0.916,0.599,0.2,0.1,0.883,1.599,0.0
24,0.133,0.017,0.017,0.0,0.0,0.966,0.233,0.0,0.0,0.683,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.45,0.0,0.0,10,0,385.68457,5,0,383.02393,2.716,0.034,1.199,0.683,0.217,1.883,0.7,0.0,0.0
25,0.15,0.15,0.0,0.0,0.0,0.716,0.017,0.0,0.0,0.117,0.0,0.0,0.0,0.017,0.033,0.0,0.0,0.0,0.2,0.383,0.0,10,0,387.42651,5,0,385.68457,1.783,0.15,0.733,0.117,0.05,1.0,0.25,0.383,0.0
0,2.849,0.0,0.0,0.0,0.0,0.333,0.75,0.017,0.0,3.449,1.25,0.85,0.017,1.15,0.483,0.0,0.0,0.133,0.233,0.083,0.0,11,1,419.24951,5,0,407.83081,11.597,0.0,1.1,5.566,1.633,5.065,2.716,0.95,0.017
1,1.566,0.0,0.0,0.0,0.0,0.0,0.067,0.033,0.0,0.117,0.217,0.1,0.0,0.833,0.217,0.0,0.0,0.183,0.25,0.0,0.0,11,1,422.76465,5,0,419.24951,3.583,0.0,0.1,0.434,1.05,1.133,0.751,0.133,0.0
2,1.649,0.0,0.0,0.0,0.0,0.2,0.916,0.466,0.367,0.75,1.749,1.433,0.533,1.899,1.233,0.733,0.367,0.2,0.2,0.0,0.0,11,1,435.26855,5,0,422.76465,12.695,0.0,1.949,4.465,4.232,3.049,4.098,2.632,1.267
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.2,0.0,0.433,0.466,0.017,0.0,0.533,0.45,0.0,0.0,0.083,0.217,0.0,11,1,437.94629000000003,5,0,435.26855,2.732,0.0,0.533,0.916,0.983,0.0,1.049,1.466,0.217
4,0.15,0.0,0.0,0.0,0.0,0.0,0.716,0.55,0.0,0.183,0.933,1.083,0.25,0.533,0.633,0.3,0.0,0.0,0.0,0.2,0.0,11,1,443.38379000000003,5,0,437.94629000000003,5.531,0.0,1.266,2.449,1.466,0.716,2.282,2.133,0.25
5,0.017,0.0,0.033,0.35,0.0,0.0,0.05,0.716,0.35,0.0,0.033,0.167,0.15,0.0,0.117,0.217,0.0,0.3,0.017,0.283,0.0,11,1,446.12842,5,0,443.38379000000003,2.8,0.383,1.116,0.35,0.334,0.3,0.25,1.733,0.5
6,0.067,0.0,0.0,0.017,0.0,0.0,0.1,0.167,0.1,0.033,0.117,0.883,0.0,0.0,0.0,0.267,0.033,0.133,0.1,0.017,0.0,11,0,448.11523,5,0,446.12842,2.034,0.017,0.367,1.033,0.3,0.166,0.317,1.351,0.133
7,0.483,0.0,0.583,0.417,0.0,0.15,0.55,0.017,0.0,0.683,0.117,0.0,0.0,0.083,0.0,0.0,0.0,0.183,0.067,0.0,0.0,11,0,451.38428,5,0,448.11523,3.333,1.0,0.717,0.8,0.083,1.099,1.317,0.434,0.0
8,0.616,0.033,0.1,0.133,0.017,0.033,1.066,1.183,0.633,0.05,0.133,0.05,0.283,0.017,0.0,0.0,0.0,0.133,0.183,0.05,0.0,11,0,456.01709000000005,5,0,451.38428,4.713,0.283,2.915,0.516,0.017,0.266,1.482,1.416,0.933
9,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.417,0.0,0.067,0.966,0.433,0.1,0.0,0.05,0.233,0.2,11,0,458.97412,5,0,456.01709000000005,3.016,0.0,0.0,0.684,1.566,0.067,1.283,1.083,0.3
10,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.217,0.0,0.067,0.3,0.633,0.167,0.333,0.75,0.067,0.0,11,0,461.63622999999995,5,0,458.97412,2.717,0.0,0.0,0.25,1.167,0.4,1.083,0.917,0.167
11,0.3,0.0,0.0,0.0,0.067,0.0,0.0,0.483,0.3,0.0,0.05,0.133,0.25,0.283,0.117,0.367,0.0,0.0,0.25,0.25,0.017,11,0,464.44530999999995,5,0,461.63622999999995,2.867,0.067,0.783,0.433,0.767,0.283,0.417,1.233,0.634
12,0.633,0.067,0.633,0.017,0.0,0.117,0.566,0.217,0.0,0.65,0.233,0.733,0.0,0.35,0.05,0.0,0.0,0.2,0.083,0.183,0.0,11,0,469.09424,5,0,464.44530999999995,4.732,0.717,0.9,1.616,0.4,1.384,1.565,1.15,0.0
13,0.033,0.0,0.05,0.383,0.0,0.267,0.367,0.283,0.0,0.067,0.217,0.033,0.0,0.15,0.1,0.183,0.0,0.0,0.067,0.3,0.033,11,0,471.57568,5,0,469.09424,2.533,0.433,0.917,0.317,0.433,0.484,0.801,1.182,0.033
0,0.516,0.0,0.0,0.0,0.0,0.9,0.167,0.0,0.0,1.316,0.1,0.033,0.0,0.033,0.0,0.0,0.0,0.4,0.033,0.1,0.133,12,1,493.44189000000006,5,0,489.77832,3.731,0.0,1.067,1.449,0.033,2.649,0.3,0.133,0.133
1,0.167,0.0,0.0,0.0,0.0,0.466,0.083,0.0,0.0,0.4,0.1,0.0,0.2,0.033,0.0,0.0,0.0,0.0,0.0,0.117,0.4,12,1,495.36425999999994,5,0,493.44189000000006,1.966,0.0,0.549,0.7,0.033,0.899,0.183,0.117,0.6
2,7.014,0.017,0.0,0.0,0.0,1.083,0.566,0.0,0.0,0.966,0.1,0.516,0.0,1.983,1.25,0.483,0.283,0.233,0.233,0.283,0.0,12,1,510.15039,5,0,495.36425999999994,15.01,0.017,1.649,1.582,3.999,4.282,2.149,1.282,0.283
3,1.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.05,0.0,0.0,0.0,0.083,0.35,0.0,12,1,513.12402,5,0,511.0542,2.115,0.0,0.0,0.0,0.133,0.083,0.133,0.35,0.0
4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.116,0.9,0.0,0.0,0.0,0.067,0.217,0.017,12,1,515.44141,5,0,513.12402,2.367,0.0,0.0,0.0,2.016,1.116,0.967,0.217,0.017
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.25,0.417,0.083,0.55,0.866,1.2,0.167,0.167,0.2,0.0,0.3,12,0,520.4018599999999,5,0,515.44141,5.05,0.0,0.0,1.6,2.783,1.567,1.316,1.617,0.55
6,0.533,0.0,0.0,0.0,0.0,0.883,0.45,0.0,0.25,0.583,0.233,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.083,0.2,0.0,12,0,523.854,5,0,520.4018599999999,3.515,0.0,1.583,0.816,0.3,1.766,0.766,0.2,0.25
7,0.117,0.0,0.0,0.0,0.0,0.65,0.217,0.0,0.0,0.4,0.133,0.0,0.0,0.0,0.033,0.0,0.25,0.0,0.317,0.0,0.0,12,0,525.92188,5,0,523.854,2.117,0.0,0.867,0.533,0.283,1.05,0.7,0.0,0.25
8,2.132,0.133,0.733,0.167,0.0,0.117,1.116,0.883,0.0,0.483,1.783,1.25,0.417,0.683,0.966,1.016,0.3,0.0,0.0,0.117,0.0,12,0,538.03027,5,0,525.92188,12.296,1.033,2.116,3.933,2.965,1.416,4.598,3.433,0.717
9,0.083,0.0,0.0,0.017,0.0,0.0,0.033,0.6,0.0,0.083,0.766,0.033,0.0,0.0,0.033,0.0,0.0,0.217,0.067,0.0,0.0,12,0,539.92041,5,0,538.03027,1.932,0.017,0.633,0.882,0.033,0.3,0.899,0.65,0.0
10,0.25,0.0,0.0,0.017,0.0,0.0,0.067,0.983,0.1,0.0,0.433,0.95,0.0,0.0,0.017,0.083,0.033,0.017,0.283,0.067,0.683,12,0,543.82959,5,0,539.92041,3.983,0.017,1.15,1.383,0.133,0.017,0.8,2.1,0.816
11,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.383,0.283,0.083,0.233,0.05,0.067,0.017,0.0,0.15,0.2,0.0,12,0,545.7856400000001,5,0,543.82959,2.0,0.0,0.0,0.966,0.367,0.45,0.583,0.55,0.1
12,0.017,0.0,0.0,0.05,0.0,0.0,0.0,0.083,0.217,0.0,0.0,0.0,0.017,0.0,0.0,0.633,0.05,0.2,0.017,0.167,0.0,12,0,547.19727,5,0,545.7856400000001,1.451,0.05,0.3,0.017,0.683,0.2,0.017,0.933,0.284
0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.117,0.317,0.067,0.0,0.1,0.45,0.0,0.633,0.133,0.0,0.0,1,1,27.15625,6,1,24.85693,2.35,0.0,0.0,0.601,0.55,0.733,0.35,0.767,0.067
0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,1.349,0.067,0.0,0.0,0.033,0.0,0.0,0.133,0.183,0.0,0.0,2,1,35.19141,6,1,33.39893,1.831,0.0,0.0,1.449,0.033,0.166,1.565,0.067,0.0
0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.033,0.317,0.033,0.25,0.033,0.0,0.0,3,1,45.37451,6,1,43.9126,1.499,0.0,0.0,0.8,0.383,0.25,0.266,0.917,0.033
0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.15,0.0,0.1,0.466,0.0,0.0,0.217,0.417,0.0,4,1,52.86768000000001,6,1,50.61719,2.3,0.0,0.0,0.95,0.566,0.0,0.317,1.683,0.15
0,0.35,0.0,0.0,0.0,0.0,0.383,0.0,0.0,0.0,0.3,0.033,0.0,0.0,0.033,0.067,0.0,0.0,0.067,0.25,0.0,0.0,5,1,62.26367,6,1,60.819340000000004,1.483,0.0,0.383,0.333,0.1,0.783,0.35,0.0,0.0
1,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.183,0.0,0.05,0.333,0.267,0.0,0.35,0.033,0.0,0.0,5,1,63.54492,6,1,62.26367,1.316,0.0,0.0,0.216,0.65,0.433,0.366,0.45,0.0
2,0.183,0.05,0.0,0.0,0.0,0.067,0.05,0.0,0.0,0.05,0.2,0.283,0.0,0.333,0.183,0.35,0.033,0.0,0.3,0.2,0.1,5,1,65.87891,6,1,63.54492,2.382,0.05,0.117,0.533,0.899,0.5,0.733,0.833,0.133
3,0.067,0.0,0.0,0.0,0.0,0.233,0.533,0.067,0.0,0.0,0.2,0.0,0.0,0.117,0.2,0.0,0.0,0.0,0.25,0.017,0.0,5,1,67.52051,6,1,65.87891,1.684,0.0,0.833,0.2,0.317,0.35,1.183,0.084,0.0
4,0.067,0.0,0.033,0.167,0.0,0.25,0.3,0.45,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,5,1,69.08203,6,1,67.52051,1.6,0.2,1.0,0.033,0.0,0.4,0.483,0.65,0.0
5,0.017,0.0,0.0,0.017,0.0,0.0,0.017,0.083,0.4,0.0,0.133,0.333,0.283,0.0,0.0,0.017,0.0,0.0,0.283,0.2,0.0,5,1,70.82275,6,1,69.08203,1.783,0.017,0.5,0.749,0.017,0.0,0.433,0.65,0.683
0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.0,0.0,0.2,0.317,0.367,0.083,0.0,0.0,0.267,0.167,6,1,78.64307,6,1,76.87012,1.818,0.0,0.0,0.35,0.967,0.5,0.367,0.634,0.25
1,0.067,0.633,0.217,0.0,0.0,0.417,0.217,0.25,0.0,0.033,0.233,0.167,0.0,0.033,0.033,0.0,0.0,0.15,0.083,0.0,0.0,6,1,81.12549,6,1,78.64307,2.533,0.85,0.884,0.433,0.066,1.266,0.783,0.417,0.0
2,0.033,0.05,0.0,0.0,0.0,0.0,0.633,0.4,0.05,0.0,0.033,0.017,0.0,0.0,0.017,0.0,0.0,0.017,0.383,0.0,0.0,6,1,82.71729,6,1,81.12549,1.633,0.05,1.083,0.05,0.017,0.067,1.066,0.417,0.05
3,0.267,0.0,0.0,0.117,0.0,0.0,0.2,0.45,0.45,0.0,0.067,0.417,0.233,0.0,0.2,0.666,0.35,0.117,0.183,0.167,0.0,6,1,86.52881,6,1,82.71729,3.884,0.117,1.1,0.717,1.216,0.117,0.65,1.817,1.033
4,0.033,0.0,0.0,0.0,0.0,0.0,0.033,0.95,0.0,0.0,0.117,0.433,0.0,0.0,0.15,0.283,0.0,0.0,0.233,0.15,0.0,6,1,88.86328,6,1,86.52881,2.382,0.0,0.983,0.55,0.433,0.0,0.533,1.816,0.0
5,0.05,0.0,0.15,0.067,0.0,0.0,0.183,0.083,0.283,0.0,0.133,0.3,0.15,0.0,0.0,0.05,0.117,0.1,0.3,0.0,0.0,6,1,90.78369,6,1,88.86328,1.966,0.217,0.549,0.583,0.167,0.1,0.766,0.5,0.55
6,0.067,0.0,0.0,0.0,0.217,0.0,0.0,0.033,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.1,0.0,0.267,0.2,0.2,6,1,92.31348,6,1,90.78369,1.568,0.217,0.45,0.0,0.167,0.0,0.267,0.3,0.934
0,0.033,0.0,0.033,0.0,0.0,0.017,0.3,0.45,0.0,0.0,0.283,0.516,0.0,0.0,0.0,0.0,0.0,0.133,0.1,0.0,0.0,7,1,100.52637,6,1,98.70313,1.865,0.033,0.767,0.799,0.0,0.15,0.716,0.966,0.0
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516,0.167,0.0,0.0,0.3,0.0,0.0,0.317,0.167,0.017,7,1,102.021,6,1,100.52637,1.534,0.0,0.0,0.683,0.3,0.0,0.317,0.983,0.184
2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.133,0.15,0.1,0.067,0.85,0.383,0.0,0.0,0.117,0.1,0.333,7,1,104.32129,6,1,102.021,2.35,0.0,0.0,0.45,1.3,0.134,1.1,0.633,0.433
3,0.05,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.233,0.0,0.4,0.0,0.133,0.233,0.0,0.0,0.0,0.267,0.167,0.0,7,1,105.83594,6,1,104.32129,1.55,0.0,0.067,0.633,0.366,0.433,0.5,0.567,0.0
4,0.217,0.0,0.217,0.0,0.0,0.417,0.067,0.0,0.0,0.167,0.167,0.0,0.0,0.083,0.317,0.0,0.0,0.167,0.083,0.333,0.133,7,1,108.15088,6,1,105.83594,2.368,0.217,0.484,0.334,0.4,0.834,0.851,0.333,0.133
5,0.233,0.217,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.4,0.0,0.0,7,1,109.59618999999999,6,1,108.15088,1.483,0.217,0.233,0.283,0.117,0.85,0.4,0.0,0.0
0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766,0.433,0.15,0.0,0.017,0.067,0.033,0.0,0.0,0.283,0.117,0.0,8,1,116.42969,6,1,114.52441,1.949,0.0,0.0,1.349,0.117,0.783,0.783,0.3,0.0
1,0.067,0.0,0.0,0.167,0.333,0.0,0.0,0.167,0.3,0.0,0.067,0.167,0.15,0.0,0.283,0.05,0.0,0.0,0.0,0.333,0.0,8,1,118.4668,6,1,116.42969,2.084,0.5,0.467,0.384,0.333,0.0,0.35,0.884,0.783
2,0.0,0.083,0.5,0.766,0.05,0.183,0.2,0.167,0.0,0.0,0.083,0.217,0.0,0.0,0.033,0.0,0.0,0.0,0.183,0.117,0.0,8,1,120.99805,6,1,118.4668,2.582,1.399,0.55,0.3,0.033,0.266,0.999,1.267,0.05
3,0.017,0.05,0.183,0.033,0.0,0.45,0.633,0.033,0.0,0.117,0.083,0.033,0.0,0.0,0.05,0.017,0.0,0.0,0.0,0.217,0.167,8,1,123.03466999999999,6,1,120.99805,2.083,0.266,1.116,0.233,0.067,0.617,0.949,0.333,0.167
4,0.017,0.0,0.0,0.0,0.0,0.15,0.783,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.083,0.0,8,1,124.72606999999999,6,1,123.03466999999999,1.733,0.0,1.333,0.1,0.0,0.15,1.083,0.483,0.0
5,0.033,0.0,0.067,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.017,0.283,0.0,0.117,0.117,0.333,0.05,0.05,0.3,0.183,0.0,8,1,126.38525,6,1,124.72606999999999,1.7,0.167,0.05,0.3,0.617,0.167,0.551,0.899,0.05
0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.05,0.3,0.583,0.017,0.0,0.05,0.167,0.0,0.0,0.25,0.0,0.0,9,1,138.54346,6,1,136.8667,1.717,0.0,0.25,0.95,0.217,0.05,0.6,1.0,0.017
1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.167,0.283,0.05,0.0,0.233,0.1,0.167,9,1,139.89014,6,1,138.54346,1.383,0.0,0.0,0.333,0.5,0.0,0.4,0.716,0.217
2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.516,0.3,0.0,0.067,0.217,0.033,0.0,9,1,141.30518,6,1,139.89014,1.45,0.0,0.0,0.267,0.816,0.067,1.0,0.333,0.0
3,0.317,0.2,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.217,0.067,0.0,0.0,0.117,0.1,0.0,0.0,9,1,142.50293,6,1,141.30518,1.234,0.2,0.033,0.183,0.284,0.75,0.167,0.0,0.0
4,0.183,0.083,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.317,0.383,0.35,0.0,0.0,0.067,0.0,0.0,0.05,0.033,0.15,0.033,9,1,144.26025,6,1,142.50293,1.799,0.083,0.15,1.05,0.067,0.6,0.483,0.5,0.033
5,0.183,0.15,0.0,0.0,0.0,0.616,0.317,1.1,0.1,0.417,0.25,1.299,0.083,0.0,0.083,0.2,0.0,0.15,0.133,0.067,0.0,9,1,149.32178000000002,6,1,144.26025,5.148,0.15,2.133,2.049,0.283,1.333,0.783,2.666,0.183
6,0.333,0.133,0.25,0.0,0.0,0.267,0.283,1.083,0.35,0.067,0.133,0.4,0.3,0.0,0.0,0.017,0.0,0.0,0.2,0.0,0.0,9,1,153.06592,6,1,149.32178000000002,3.816,0.383,1.983,0.9,0.017,0.467,0.866,1.5,0.65
7,0.05,0.217,0.1,0.333,0.083,0.0,0.0,0.083,0.033,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.0,9,0,154.36377,6,1,153.06592,1.332,0.733,0.116,0.033,0.0,0.217,0.25,0.699,0.116
8,0.083,0.0,0.2,0.483,0.0,0.0,0.017,0.317,0.0,0.0,0.25,0.0,0.0,0.033,0.067,0.0,0.0,0.0,0.0,0.267,0.0,9,0,156.03955,6,1,154.36377,1.717,0.683,0.334,0.25,0.1,0.033,0.534,1.067,0.0
9,0.067,0.083,0.0,0.0,0.0,0.45,0.083,0.0,0.0,0.033,0.167,0.0,0.0,0.0,0.05,0.0,0.0,0.117,0.183,0.033,0.0,9,0,157.27344,6,1,156.03955,1.266,0.083,0.533,0.2,0.05,0.683,0.483,0.033,0.0
10,0.033,0.1,0.05,0.0,0.0,0.233,0.017,0.0,0.0,0.35,0.033,0.0,0.0,0.15,0.017,0.0,0.0,0.0,0.117,0.3,0.117,9,0,158.75048999999999,6,1,157.27344,1.517,0.15,0.25,0.383,0.167,0.833,0.234,0.3,0.117
0,0.05,0.0,0.0,0.05,0.083,0.017,0.217,0.433,0.0,0.083,0.033,0.017,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.3,0.0,10,1,168.83887,6,1,167.57324,1.3,0.133,0.667,0.133,0.017,0.1,0.25,0.817,0.083
